1509336954,cookie,"THE COOKIE DOUGH CAFE, GOURMET EDIBLE COOKIE DOUGH, COOKIES & CREAM, UPC: 850947006012",45095905,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=cookie
1509337160,water,"ALKALINE WATER PURIFIED WATER INFUSED WITH IONIC ALKALINE MINERALS, UPC: 046567032160",45141786,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=water
1509344320,water,"ALKALINE WATER PURIFIED WATER INFUSED WITH IONIC ALKALINE MINERALS, UPC: 046567032160",45141786,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=water
1509344621," Chocolate chip cookie ","ORIGINAL DOUBLE CHOCOLATE CHIP COOKIES, CHOCOLATE CHIP COOKIES, UPC: 654954214657",45144806,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=+Chocolate+chip+cookie+
1509344934,"blueberry scone","BAKERY ON MAIN, INSTANT OATMEAL, BLUEBERRY SCONE, UPC: 835228007544",45022715,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=blueberry+scone
1509345225," Water","ALKALINE WATER PURIFIED WATER INFUSED WITH IONIC ALKALINE MINERALS, UPC: 046567032160",45141786,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=+Water
1509345441,water,"ALKALINE WATER PURIFIED WATER INFUSED WITH IONIC ALKALINE MINERALS, UPC: 046567032160",45141786,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=water
1509345668," Ice cream","THREE TWINS ICE CREAM, ORGANIC ICE CREAM, COOKIES & CREAM, UPC: 689076367844",45025055,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=+Ice+cream
1509388424,Banana,"SIR BANANAS, REDUCED FAT MILK WITH REAL BANANAS, BANANA, UPC: 742365005411",45136949,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=Banana
1509393035,Avocado,"Oil, avocado",04581,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=Avocado
1509396930,"Chips and guacamole","MEIJER, THIN TORTILLA CHIPS, SPICY GUACAMOLE, UPC: 708820672710",45038789,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=Chips+and+guacamole
1509396931,"Chips and guacamole","MEIJER, THIN TORTILLA CHIPS, SPICY GUACAMOLE, UPC: 708820672710",45038789,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=Chips+and+guacamole
1509399429,"Shrimp taco","MCCORMICK, ZESTY GARLIC SHRIMP TACO SEASONING MIX, UPC: 052100023731",45107874,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=Shrimp+taco
1509399444,"Chocolate chip cookie","ORIGINAL DOUBLE CHOCOLATE CHIP COOKIES, CHOCOLATE CHIP COOKIES, UPC: 654954214657",45144806,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=Chocolate+chip+cookie
1509399614,"chocolate chip cookie","ORIGINAL DOUBLE CHOCOLATE CHIP COOKIES, CHOCOLATE CHIP COOKIES, UPC: 654954214657",45144806,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=chocolate+chip+cookie
1509402393,Banana,"SIR BANANAS, REDUCED FAT MILK WITH REAL BANANAS, BANANA, UPC: 742365005411",45136949,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=Banana
1509404787,"Cinnamon toast crunch","Cereals ready-to-eat, GENERAL MILLS, CINNAMON TOAST CRUNCH",08272,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=Cinnamon+toast+crunch
1509422095,"BBQ ribs","BBQ RIB SANDWICH, BONELESS PORK PATTY WITH BARBEQUE SAUCE ON A BUN, UPC: 071421106169",45054602,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=BBQ+ribs
1509422106,"Macaroni and cheese","MEIJER, TRUE GOODNESS, DELUXE MACARONI & CHEESE DINNER, MACARONI WITH CHEESE SAUCE, UPC: 713733133357",45036284,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=Macaroni+and+cheese
1509466420,"Black tea","CULINARY CIRCLE, BLACK TEA, ENGLISH BREAKFAST, A RICH AND ROBUST BLEND OF HIGH GROWN BLACK TEAS, UPC: 041130387197",45108658,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=Black+tea
1509466423,Avocado,"Oil, avocado",04581,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=Avocado
1509466429,"Boiled egg","WILCOX, ORGANIC HARD-BOILED EGGS, UPC: 074483990011",45028794,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=Boiled+egg
1509466431,"Boiled egg","WILCOX, ORGANIC HARD-BOILED EGGS, UPC: 074483990011",45028794,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=Boiled+egg
1509474759,"Chocolate chip cookie","ORIGINAL DOUBLE CHOCOLATE CHIP COOKIES, CHOCOLATE CHIP COOKIES, UPC: 654954214657",45144806,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=Chocolate+chip+cookie
1509481012,"Garden salad","MEIJER, ORGANIC GARDEN SALAD, ORGANIC RANCH DRESSING, UPC: 035971800045",45041365,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=Garden+salad
1509481020,"Domino’s cheese pizza","School Lunch, pizza, TONY'S SMARTPIZZA Whole Grain 4x6 Cheese Pizza 50/50 Cheese, frozen",21147,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=Domino%E2%80%99s+cheese+pizza
1509481028,"Domino’s pepporoni pizza",,,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=Domino%E2%80%99s+pepporoni+pizza
1509489426,"Cheese pizza","School Lunch, pizza, TONY'S SMARTPIZZA Whole Grain 4x6 Cheese Pizza 50/50 Cheese, frozen",21147,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=Cheese+pizza
1509494406,"Chocolate chip cookie","ORIGINAL DOUBLE CHOCOLATE CHIP COOKIES, CHOCOLATE CHIP COOKIES, UPC: 654954214657",45144806,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=Chocolate+chip+cookie
1509496538,"Pepperoni pizza","PEPPERONI PIZZA, PEPPERONI & 4-CHEESE BLEND, PEPPERONI MADE WITH PORK & BEEF, MADE WITH 100% REAL CHEESE, UPC: 092825093671",45282695,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=Pepperoni+pizza
1509591918,Candy,"PRIMROSE CANDY CO, OLD FASHION MIX HARD CANDY, CLASSIC CHRISTMAS CANDY, UPC: 071576271132",45141834,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=Candy
1509591922,Candy,"PRIMROSE CANDY CO, OLD FASHION MIX HARD CANDY, CLASSIC CHRISTMAS CANDY, UPC: 071576271132",45141834,https://api.nal.usda.gov/ndb/search/?format=json&api_key=SuQtAOcE2hC5afmwHHTCBR6NkqdJQfjiqWsJhcyr&q=Candy
